AUTOPISTA;BANDA y/o RAMAL;PK;CONDICIONES METEOROLOGICAS;SUPERFICIE DE LA VIA;LESIONADOS;FALLECIDOS;TIPO DE SINIESTRO;MOTO;LVIANO;BUS;CAMION;FECHA_AÑO;FECHA_MES;FECHA_DIA;FECHA_HORA;FECHA_DIASEMANA
PASEO DEL BAJO;ASCENDENTE;3200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2;2024;6;19;10;Miércoles
PASEO DEL BAJO;DESCENDENTE;1800.0;BUENO;SECA;0;1;COLISION CON DOS O MAS VEHICULOS;1;0;0;1;2024;6;19;17;Miércoles
AU 25 DE MAYO;ASCENDENTE;1800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2024;6;20;15;Jueves
AU DELLEPIANE;ASCENDENTE;2600.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;6;21;7;Viernes
AU PERITO MORENO;ASCENDENTE;5500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;6;21;18;Viernes
AV. LUGONES;DESCENDENTE;10300.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;6;22;0;Sábado
AV. CANTILO;ASCENDENTE;8500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;2;2024;6;22;14;Sábado
AV. LUGONES;DESCENDENTE;10300.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;6;23;8;Domingo
AU DELLEPIANE;ASCENDENTE;3000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;1;2;2024;6;24;9;Lunes
AU PERITO MORENO;DESCENDENTE;5400.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;6;24;15;Lunes
AU 25 DE MAYO;DESCENDENTE;6500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2024;6;24;20;Lunes
AU PERITO MORENO;DESCENDENTE;1500.0;LLUVIOSO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;6;25;18;Martes
AU FRONDIZI;DESCENDENTE;2100.0;LLUVIOSO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;6;25;21;Martes
AV. LUGONES;DESCENDENTE;10500.0;LLUVIOSO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2024;6;25;21;Martes
AU PERITO MORENO;ASCENDENTE;200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;6;26;9;Miércoles
AU FRONDIZI;ASCENDENTE;3200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2024;6;26;10;Miércoles
AU 25 DE MAYO;DESCENDENTE;900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1;2024;6;26;18;Miércoles
AU PERITO MORENO;ASCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;6;27;8;Jueves
AU 25 DE MAYO;ASCENDENTE;1900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2024;6;28;7;Viernes
AU 25 DE MAYO;DESCENDENTE;2800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2024;6;28;12;Viernes
AU 25 DE MAYO;DESCENDENTE;4500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;2;2024;6;28;12;Viernes
AU DELLEPIANE;ASCENDENTE;900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2024;6;28;13;Viernes
AV. LUGONES;DESCENDENTE;4000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;6;28;14;Viernes
AU ILLIA;ASCENDENTE;3700.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;6;29;16;Sábado
AV. LUGONES;DESCENDENTE;6000.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;6;30;10;Domingo
AU DELLEPIANE;ASCENDENTE;1600.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;6;30;19;Domingo
AV. CANTILO;ASCENDENTE;9700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2024;7;1;9;Lunes
AU PERITO MORENO;ASCENDENTE;3600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;2;9;Martes
AU DELLEPIANE;ASCENDENTE;3900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;2;9;Martes
AV. CANTILO;ASCENDENTE;9400.0;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;1;0;0;2024;7;2;15;Martes
AV. CANTILO;ASCENDENTE;9800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;7;3;9;Miércoles
AU DELLEPIANE;DESCENDENTE;1800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;7;3;14;Miércoles
AU CAMPORA;DESCENDENTE;2500.0;BUENO;SECA;3;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1;2024;7;3;15;Miércoles
AU DELLEPIANE;ASCENDENTE;2800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2024;7;3;15;Miércoles
AU PERITO MORENO;ASCENDENTE;2000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2024;7;3;21;Miércoles
AV. CANTILO;ASCENDENTE;7700.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0;2024;7;4;0;Jueves
AU ILLIA;DESCENDENTE;1800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;4;6;Jueves
AU DELLEPIANE;DESCENDENTE;2000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2024;7;4;14;Jueves
AU PERITO MORENO;DESCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;2;1;0;0;2024;7;4;15;Jueves
AU 25 DE MAYO;DESCENDENTE;6600.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;7;5;11;Viernes
AU 25 DE MAYO;ASCENDENTE;3000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;5;13;Viernes
AU 25 DE MAYO;DESCENDENTE;1600.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;2;0;0;2024;7;7;8;Domingo
AU 25 DE MAYO;ASCENDENTE;600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;7;8;10;Lunes
AU FRONDIZI;ASCENDENTE;2000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;7;8;13;Lunes
AV. LUGONES;DESCENDENTE;6000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;7;9;16;Martes
AV. LUGONES;DESCENDENTE;9500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2024;7;10;7;Miércoles
AU 25 DE MAYO;DESCENDENTE;500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2024;7;10;12;Miércoles
AV. LUGONES;DESCENDENTE;8500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2024;7;10;13;Miércoles
AU FRONDIZI;DESCENDENTE;2500.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2024;7;10;17;Miércoles
DIST. DELLEPIANE;RAMAL 12;4254.418498168498;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2;2024;7;10;17;Miércoles
AU DELLEPIANE;DESCENDENTE;4000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2024;7;10;18;Miércoles
AU DELLEPIANE;ASCENDENTE;3200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;7;11;7;Jueves
AU 25 DE MAYO;ASCENDENTE;4600.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2024;7;11;10;Jueves
TRANSICION RAMAL 2;RAMAL DE ENLACE;4254.418498168498;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;7;11;18;Jueves
AU CAMPORA;DESCENDENTE;3100.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;12;15;Viernes
AV. LUGONES;DESCENDENTE;8100.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;1;0;0;1;2024;7;12;18;Viernes
AV. LUGONES;DESCENDENTE;7000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;7;13;8;Sábado
AU DELLEPIANE;ASCENDENTE;3800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;13;19;Sábado
AU ILLIA;ASCENDENTE;2100.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;7;14;0;Domingo
AU DELLEPIANE;ASCENDENTE;3500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2024;7;15;9;Lunes
AU FRONDIZI;DESCENDENTE;2000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;1;2024;7;15;13;Lunes
AU 25 DE MAYO;DESCENDENTE;1700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;17;20;Miércoles
AU DELLEPIANE;ASCENDENTE;2800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2024;7;18;0;Jueves
AU DELLEPIANE;ASCENDENTE;500.0;BUENO;SECA;0;0;OTRO;0;0;0;1;2024;7;18;8;Jueves
AU FRONDIZI;DESCENDENTE;2000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2;2024;7;18;12;Jueves
AU 25 DE MAYO;ASCENDENTE;5900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0;2024;7;18;12;Jueves
AV. LUGONES;DESCENDENTE;4900.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2024;7;18;13;Jueves
AU FRONDIZI;DESCENDENTE;3000.0;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;1;0;0;2024;7;18;19;Jueves
AU DELLEPIANE;ASCENDENTE;4400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;7;19;8;Viernes
AU DELLEPIANE;DESCENDENTE;4600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;19;9;Viernes
AV. LUGONES;DESCENDENTE;4300.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;19;11;Viernes
AU PERITO MORENO;ASCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;7;19;13;Viernes
AU PERITO MORENO;DESCENDENTE;100.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;7;19;14;Viernes
AV. CANTILO;ASCENDENTE;8600.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1;2024;7;19;21;Viernes
AU PERITO MORENO;ASCENDENTE;3800.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2024;7;19;23;Viernes
AU DELLEPIANE;ASCENDENTE;4000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2024;7;20;13;Sábado
AU PERITO MORENO;ASCENDENTE;6000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;7;21;8;Domingo
AU PERITO MORENO;ASCENDENTE;5300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;22;13;Lunes
AU DELLEPIANE;DESCENDENTE;800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2024;7;22;15;Lunes
AU DELLEPIANE;DESCENDENTE;3100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;22;16;Lunes
AV. CANTILO;ASCENDENTE;8500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2024;7;22;18;Lunes
AV. LUGONES;DESCENDENTE;8900.0;BUENO;SECA;1;0;OBSTACULO NO FIJO;0;1;0;1;2024;7;23;1;Martes
AU 25 DE MAYO;ASCENDENTE;8200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0;2024;7;23;12;Martes
AU ILLIA;ASCENDENTE;2600.0;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;0;0;0;2024;7;23;13;Martes
AV. CANTILO;ASCENDENTE;8000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1;2024;7;23;14;Martes
AV. LUGONES;DESCENDENTE;5300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;24;6;Miércoles
AU 25 DE MAYO;DESCENDENTE;9000.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;7;24;11;Miércoles
AU PERITO MORENO;ASCENDENTE;5300.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2024;7;25;12;Jueves
AU 25 DE MAYO;ASCENDENTE;8600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;7;26;7;Viernes
PASEO DEL BAJO;DIST. SUR - RAMAL 1;4254.418498168498;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;7;28;6;Domingo
AU DELLEPIANE;DESCENDENTE;1000.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;3;0;0;2024;7;28;8;Domingo
AU FRONDIZI;DESCENDENTE;1000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;7;29;11;Lunes
AU PERITO MORENO;ASCENDENTE;6000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;7;29;17;Lunes
AU 25 DE MAYO;ASCENDENTE;8300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;7;30;8;Martes
AV. LUGONES;DESCENDENTE;10100.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1;2024;7;31;7;Miércoles
AU 25 DE MAYO;ASCENDENTE;2000.0;BUENO;SECA;4;0;COLISION CON DOS O MAS VEHICULOS;2;2;0;0;2024;7;31;15;Miércoles
AV. LUGONES;DESCENDENTE;10300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;1;1;2024;7;31;15;Miércoles
AU PERITO MORENO;ASCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2024;8;1;5;Jueves
AU PERITO MORENO;DESCENDENTE;2000.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;8;1;5;Jueves
AU 25 DE MAYO;DESCENDENTE;8100.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;1;2024;8;1;15;Jueves
AU ILLIA;DESCENDENTE;2800.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;8;2;9;Viernes
AU CAMPORA;ASCENDENTE;3000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;8;2;19;Viernes
AV. LUGONES;DESCENDENTE;6000.0;LLUVIOSO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;8;3;1;Sábado
AU 25 DE MAYO;DESCENDENTE;6700.0;LLUVIOSO;SECA;0;0;OBSTACULO NO FIJO;0;0;1;0;2024;8;3;4;Sábado
AU 25 DE MAYO;DESCENDENTE;3500.0;LLUVIOSO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;8;3;7;Sábado
PASEO DEL BAJO;DIST. SUR - RAMAL 2;4254.418498168498;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;1;2024;8;3;11;Sábado
AU DELLEPIANE;DESCENDENTE;500.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;8;4;6;Domingo
AU PERITO MORENO;ASCENDENTE;4400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;8;4;12;Domingo
AU 25 DE MAYO;DESCENDENTE;2100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2024;8;5;9;Lunes
AU 25 DE MAYO;DESCENDENTE;3500.0;LLUVIOSO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;8;6;13;Martes
TRANSICION RAMAL 1;RAMAL DE EGRESO;4254.418498168498;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1;2024;8;7;8;Miércoles
AU DELLEPIANE;DESCENDENTE;2900.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;1;0;2024;8;7;19;Miércoles
AU PERITO MORENO;DESCENDENTE;300.0;LLUVIOSO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2024;8;8;10;Jueves
AU CAMPORA;DESCENDENTE;2700.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;8;8;14;Jueves
AU FRONDIZI;ASCENDENTE;2500.0;LLUVIOSO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2024;8;8;17;Jueves
AU ILLIA;DESCENDENTE;200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;8;9;8;Viernes
AV. LUGONES;DESCENDENTE;4200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;8;9;8;Viernes
AU DELLEPIANE;ASCENDENTE;3800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;8;9;10;Viernes
AU PERITO MORENO;DESCENDENTE;2600.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;8;9;12;Viernes
AU PERITO MORENO;DESCENDENTE;1600.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;8;10;12;Sábado
AU ILLIA;DESCENDENTE;3800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;8;11;17;Domingo
AU PERITO MORENO;ASCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;1;0;2024;8;12;7;Lunes
AV. LUGONES;DESCENDENTE;6000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2024;8;12;10;Lunes
AV. LUGONES;DESCENDENTE;6000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;8;12;11;Lunes
AU PERITO MORENO;DESCENDENTE;5000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0;2024;8;13;16;Martes
AU DELLEPIANE;ASCENDENTE;2500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2024;8;14;14;Miércoles
AU 25 DE MAYO;DESCENDENTE;6000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;8;14;15;Miércoles
AU 25 DE MAYO;DESCENDENTE;5800.0;BUENO;SECA;0;1;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;8;15;6;Jueves
AU DELLEPIANE;ASCENDENTE;3000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2024;8;15;7;Jueves
AU PERITO MORENO;ASCENDENTE;3800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;8;15;7;Jueves
AU 25 DE MAYO;DESCENDENTE;2200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2024;8;15;15;Jueves
AU 25 DE MAYO;DESCENDENTE;5700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;8;15;17;Jueves
AU 25 DE MAYO;ASCENDENTE;3400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;8;17;12;Sábado
AU FRONDIZI;ASCENDENTE;3300.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2024;8;18;22;Domingo
TRANSICION RAMAL 3;RAMAL DE ENLACE;4254.418498168498;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;8;19;6;Lunes
AU FRONDIZI;DESCENDENTE;1400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;8;19;7;Lunes
AV. LUGONES;DESCENDENTE;8700.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2024;8;20;5;Martes
AU DELLEPIANE;ASCENDENTE;500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0;2024;8;20;15;Martes
AU 25 DE MAYO;ASCENDENTE;8700.0;LLUVIOSO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;8;21;9;Miércoles
AU 25 DE MAYO;ASCENDENTE;700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;8;21;11;Miércoles
AU 25 DE MAYO;DESCENDENTE;4100.0;LLUVIOSO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;8;22;3;Jueves
AU PERITO MORENO;ASCENDENTE;5400.0;LLUVIOSO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2024;8;22;6;Jueves
AV. CANTILO;ASCENDENTE;8700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;8;24;8;Sábado
AU ILLIA;DESCENDENTE;2700.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;8;24;10;Sábado
AV. LUGONES;DESCENDENTE;9200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;8;24;16;Sábado
AU ILLIA;DESCENDENTE;2700.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2024;8;24;18;Sábado
AU PERITO MORENO;ASCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2024;8;24;20;Sábado
AV. CANTILO;ASCENDENTE;9200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2024;8;24;21;Sábado
AU DELLEPIANE;ASCENDENTE;4300.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2024;8;24;21;Sábado
TRANSICION RAMAL 2;RAMAL DE ENLACE;4254.418498168498;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1;2024;8;26;9;Lunes
AU PERITO MORENO;ASCENDENTE;5600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;8;26;10;Lunes
AV. LUGONES;DESCENDENTE;4900.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;1;0;0;2024;8;26;17;Lunes
AU DELLEPIANE;DESCENDENTE;2300.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2;2024;8;26;23;Lunes
AU ILLIA;ASCENDENTE;2400.0;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;1;0;0;2024;8;27;14;Martes
AU CAMPORA;DESCENDENTE;1400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2;2024;8;27;14;Martes
AU PERITO MORENO;DESCENDENTE;1000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;8;27;18;Martes
AU DELLEPIANE;ASCENDENTE;400.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;2;2024;8;28;9;Miércoles
AU DELLEPIANE;ASCENDENTE;3800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;8;28;13;Miércoles
AU FRONDIZI;ASCENDENTE;1900.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2024;8;28;18;Miércoles
AU 25 DE MAYO;DESCENDENTE;7500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;1;2024;8;29;12;Jueves
AU FRONDIZI;ASCENDENTE;400.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2024;8;29;12;Jueves
AU FRONDIZI;ASCENDENTE;300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;8;29;14;Jueves
AU PERITO MORENO;DESCENDENTE;5600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;8;29;15;Jueves
AU FRONDIZI;DESCENDENTE;1400.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2024;8;29;16;Jueves
AU 25 DE MAYO;DESCENDENTE;1200.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2024;8;29;18;Jueves
AU 25 DE MAYO;DESCENDENTE;9200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;8;30;7;Viernes
AV. LUGONES;DESCENDENTE;8700.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2024;8;30;8;Viernes
AU DELLEPIANE;DESCENDENTE;3900.0;LLUVIOSO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2024;8;30;13;Viernes
AU DELLEPIANE;ASCENDENTE;2500.0;LLUVIOSO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2024;8;30;17;Viernes
AU 25 DE MAYO;ASCENDENTE;9200.0;LLUVIOSO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2024;8;31;0;Sábado
